,Year,Rank,Country name,Ladder score,upperwhisker,lowerwhisker,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Continent
0,2024,1,Finland,7.736,7.81,7.662,1.749,1.783,0.824,0.986,0.11,0.502,1.782,Europe
1,2024,2,Denmark,7.521,7.611,7.431,1.825,1.748,0.82,0.955,0.15,0.488,1.535,Europe
2,2024,3,Iceland,7.515,7.606,7.425,1.799,1.84,0.873,0.971,0.201,0.173,1.659,Europe
3,2024,4,Sweden,7.345,7.427,7.262,1.783,1.698,0.889,0.952,0.17,0.467,1.385,Europe
4,2024,5,Netherlands,7.306,7.372,7.24,1.822,1.667,0.844,0.86,0.186,0.344,1.583,Europe
5,2024,6,Costa Rica,7.274,7.361,7.187,1.492,1.6,0.68,0.948,0.067,0.118,2.369,North America
6,2024,7,Norway,7.262,7.353,7.171,1.902,1.711,0.863,0.962,0.168,0.425,1.231,Europe
7,2024,8,Israel,7.234,7.301,7.168,1.695,1.743,0.824,0.74,0.144,0.193,1.895,Asia
8,2024,9,Luxembourg,7.122,7.213,7.031,2.028,1.558,0.864,0.931,0.117,0.397,1.227,Europe
9,2024,10,Mexico,6.979,7.068,6.889,1.435,1.504,0.55,0.879,0.057,0.118,2.438,North America
10,2024,11,Australia,6.974,7.057,6.89,1.767,1.647,0.841,0.857,0.164,0.285,1.413,Oceania
11,2024,12,New Zealand,6.952,7.031,6.874,1.698,1.712,0.815,0.861,0.167,0.429,1.27,Oceania
12,2024,13,Switzerland,6.935,7.015,6.854,1.87,1.622,0.883,0.889,0.156,0.468,1.047,Europe
13,2024,14,Belgium,6.91,6.974,6.845,1.783,1.646,0.852,0.895,0.119,0.306,1.309,Europe
14,2024,15,Ireland,6.889,6.977,6.801,1.988,1.659,0.823,0.906,0.179,0.382,0.952,Europe
15,2024,16,Lithuania,6.829,6.912,6.746,1.684,1.699,0.592,0.702,0.031,0.123,1.998,Europe
16,2024,17,Austria,6.81,6.891,6.728,1.791,1.592,0.814,0.856,0.179,0.28,1.297,Europe
17,2024,18,Canada,6.803,6.888,6.718,1.749,1.647,0.832,0.813,0.168,0.323,1.271,North America
18,2024,19,Slovenia,6.792,6.889,6.695,1.692,1.718,0.802,0.961,0.121,0.113,1.384,Europe
19,2024,20,Czechia,6.775,6.854,6.696,1.692,1.716,0.658,0.916,0.118,0.084,1.591,Europe
20,2024,21,United Arab Emirates,6.759,6.846,6.673,1.812,1.294,0.659,0.934,0.165,0.235,1.66,Asia
21,2024,22,Germany,6.753,6.854,6.652,1.785,1.625,0.776,0.858,0.148,0.351,1.21,Europe
22,2024,23,United Kingdom,6.728,6.809,6.647,1.725,1.562,0.779,0.872,0.211,0.318,1.26,Europe
23,2024,24,United States,6.724,6.82,6.629,1.839,1.614,0.604,0.644,0.171,0.161,1.69,North America
24,2024,25,Belize,6.711,6.989,6.432,1.256,1.54,0.525,1.018,0.072,0.082,2.218,North America
25,2024,26,Poland,6.673,6.734,6.611,1.666,1.595,0.63,0.79,0.021,0.169,1.802,Europe
26,2024,28,Uruguay,6.661,6.743,6.578,1.554,1.654,0.523,0.913,0.078,0.197,1.741,South America
27,2024,30,Kuwait,6.629,6.738,6.52,1.691,1.481,0.766,0.934,0.143,0.167,1.448,Asia
28,2024,31,Serbia,6.606,6.698,6.513,1.489,1.62,0.545,0.767,0.131,0.107,1.946,Europe
29,2024,32,Saudi Arabia,6.6,6.702,6.497,1.743,1.566,0.714,0.915,0.105,0.187,1.37,Asia
30,2024,33,France,6.593,6.668,6.517,1.733,1.535,0.832,0.743,0.099,0.264,1.386,Europe
31,2024,34,Singapore,6.565,6.65,6.481,2.022,1.565,0.935,0.856,0.164,0.522,0.501,Asia
32,2024,35,Romania,6.563,6.655,6.47,1.636,1.401,0.561,0.847,0.028,0.015,2.075,Europe
33,2024,36,Brazil,6.494,6.593,6.394,1.391,1.519,0.48,0.83,0.089,0.127,2.057,South America
34,2024,37,El Salvador,6.492,6.619,6.365,1.222,1.228,0.559,0.955,0.054,0.264,2.211,North America
35,2024,38,Spain,6.466,6.547,6.385,1.69,1.685,0.894,0.734,0.112,0.18,1.17,Europe
36,2024,39,Estonia,6.417,6.497,6.337,1.65,1.716,0.642,0.902,0.128,0.378,1.001,Europe
37,2024,40,Italy,6.415,6.521,6.309,1.724,1.526,0.852,0.641,0.082,0.071,1.517,Europe
38,2024,41,Panama,6.407,6.531,6.284,1.594,1.6,0.717,0.876,0.041,0.042,1.537,North America
39,2024,42,Argentina,6.397,6.492,6.302,1.504,1.622,0.579,0.824,0.048,0.083,1.736,South America
40,2024,43,Kazakhstan,6.378,6.462,6.294,1.586,1.688,0.504,0.878,0.111,0.118,1.492,Asia
41,2024,44,Guatemala,6.362,6.503,6.222,1.249,1.33,0.376,0.882,0.075,0.085,2.365,North America
42,2024,45,Chile,6.361,6.449,6.273,1.537,1.577,0.711,0.779,0.093,0.085,1.579,South America
43,2024,47,Nicaragua,6.33,6.475,6.186,1.084,1.47,0.646,0.912,0.103,0.271,1.844,North America
44,2024,48,Malta,6.316,6.398,6.234,1.76,1.671,0.837,0.837,0.217,0.115,0.879,Europe
45,2024,49,Thailand,6.222,6.327,6.117,1.426,1.551,0.633,0.927,0.223,0.039,1.423,Asia
46,2024,50,Slovakia,6.221,6.288,6.154,1.629,1.762,0.547,0.704,0.058,0.07,1.451,Europe
47,2024,51,Latvia,6.207,6.292,6.123,1.619,1.711,0.503,0.789,0.108,0.082,1.396,Europe
48,2024,52,Oman,6.197,6.42,5.973,1.603,1.411,0.5,0.93,0.142,,,Asia
49,2024,53,Uzbekistan,6.193,6.297,6.088,1.179,1.615,0.654,0.977,0.195,0.208,1.364,Asia
50,2024,54,Paraguay,6.172,6.279,6.064,1.329,1.615,0.291,0.921,0.097,0.063,1.857,South America
51,2024,55,Japan,6.147,6.23,6.063,1.678,1.55,0.921,0.746,0.014,0.2,1.038,Asia
52,2024,56,Bosnia and Herzegovina,6.136,6.234,6.039,1.405,1.545,0.616,0.749,0.178,0.009,1.635,Europe
53,2024,57,Philippines,6.107,6.22,5.994,1.177,1.385,0.315,0.966,0.075,0.11,2.079,Asia
54,2024,59,Bahrain,6.03,6.17,5.891,1.752,1.391,0.609,0.907,0.148,0.167,1.057,Asia
55,2024,60,Portugal,6.013,6.118,5.907,1.646,1.56,0.822,0.879,0.04,0.034,1.032,Europe
